title,distributor,summary,theaters_count,week_gross,total_gross,sales_ending_week
Godzilla Minus One,Toho International,"Post-war Japan is at its lowest point when a new crisis emerges in the form of a giant monster, baptized in the horrific power of the atomic bomb.",535,"$1,185,002","$52,409,463",2024-01-11
Origin,Neon,The unspoken system that has shaped America and chronicles how lives today are defined by a hierarchy of human divisions.,125,"$1,040,465","$1,040,465",2024-01-11
The Color Purple,Warner Bros.,"A woman faces many hardships in her life, but ultimately finds extraordinary strength and hope in the unbreakable bonds of sisterhood.",781,"$1,011,686","$59,573,891",2024-01-11
All of Us Strangers,Searchlight Pictures,A screenwriter drawn back to his childhood home enters into a fledgling relationship with his downstairs neighbor while discovering a mysterious new way to heal from losing his parents 30 years ago.,295,"$847,648","$2,631,120",2024-01-11
The Zone of Interest,A24,Auschwitz commandant Rudolf Höss and his wife Hedwig strive to build a dream life for their family in a house and garden beside the camp.,82,"$810,364","$1,919,450",2024-01-11
The Hunger Games: The Ballad of Songbirds & Snakes,Lionsgate,Coriolanus Snow mentors and develops feelings for the female District 12 tribute during the 10th Hunger Games.,"1,115","$772,850","$166,053,795",2024-01-11
Freud's Last Session,Sony Pictures Releasing,"Psychoanalyst Sigmund Freud invites professor C.S. Lewis to debate the existence of God, Freud's unique relationship with his daughter, and Lewis' unconventional relationship with his best friend's mother.",634,"$495,187","$675,605",2024-01-11
Trolls Band Together,Universal Pictures,"Poppy discovers that Branch was once part of the boy band 'BroZone' with his brothers, Floyd, John Dory, Spruce and Clay. When Floyd is kidnapped, Branch and Poppy embark on a journey to reunite his two other brothers and rescue Floyd.",478,"$459,100","$101,993,650",2024-01-11
Oppenheimer,Universal Pictures,"A dramatization of the life story of J. Robert Oppenheimer, the physicist who had a large hand in the development of the atomic bombs that brought an end to World War II.",254,"$445,030","$327,159,435",2024-01-11
Ferrari,Neon,"Set in the summer of 1957, with Enzo Ferrari's auto empire in crisis, the ex-racer turned entrepreneur pushes himself and his drivers to the edge as they launch into the Mille Miglia, a treacherous 1,000-mile race across Italy.",327,"$411,067","$18,235,995",2024-01-11
Spider-Man: Across the Spider-Verse2024 Re-release,Sony Pictures Releasing,"Traveling across the multiverse, Miles Morales meets a new team of Spider-People, made up of heroes from different dimensions. But when the heroes clash over how to deal with a new threat, Miles finds himself at a crossroads.",466,"$253,602","$253,602",2024-01-11
Soul,Walt Disney Studios Motion Pictures,"Joe is a middle-school band teacher whose life hasn't quite gone the way he expected. His true passion is jazz. But when he travels to another realm to help someone find their passion, he soon discovers what it means to have soul.","1,360","$231,638","$946,154",2024-01-11
Wish,Walt Disney Studios Motion Pictures,A young girl wishes on a star and gets a more direct answer than she bargained for when a trouble-making star comes down from the sky to join her.,185,"$193,753","$63,402,969",2024-01-11
The Holdovers,Focus Features,"In 1970, a curmudgeonly history teacher at a New England boarding school remains on campus during Christmas break to supervise held over students, and ends up forming an unlikely bond with a brainy but damaged troublemaker.",127,"$135,415","$18,825,450",2024-01-11
Driving Madeleine,Cohen Media Group,"Madeleine, leaves small suburban to join a nursing home, on the other side of Paris. Charles, a taxi driver, comes to pick her and in no hurry to reach, she asks him to go through places of the capital, which have counted in her life.",46,"$78,745","$108,749",2024-01-11
Anatomy of a Fall,Neon,A woman is suspected of murder after her husband's death; their half-blind son faces a moral dilemma as the main witness.,25,"$70,285","$3,983,369",2024-01-11
Anselm,Janus Films,"Anselm Kiefer is one of the greatest contemporary artists. His past and present diffuse the line between film and painting, thus giving a unique cinematic experience that dives deep into an artist's work and reveals his life path.",19,"$57,078","$362,786",2024-01-11
The Teachers' Lounge,Sony Pictures Classics,"When one of her students is suspected of theft, teacher Carla Nowak decides to get to the bottom of the matter. Caught between her ideals and the school system, the consequences of her actions threaten to break her.",16,"$51,538","$144,849",2024-01-11
I Did It My Way,Well Go USA Entertainment,"Ho Sau, an undercover agent, has been working with Yau, a drug lord, for years, but his job and family are in trouble.",36,"$41,444","$163,804",2024-01-11
Napoleon,Columbia Pictures,"An epic that details the chequered rise and fall of French Emperor Napoleon Bonaparte and his relentless journey to power through the prism of his addictive, volatile relationship with his wife, Josephine.",71,"$37,219","$61,468,714",2024-01-11
Weak Layers,Greenwich Entertainment,Three party-loving best friends set out to win a ski-movie competition. An uproarious comedy that takes on the male-dominated ski industry.,15,"$35,556","$138,581",2024-01-11
Noryang: Deadly Sea,Well Go USA Entertainment,"Winter of 1598, the story of Yi Sun-shin's last naval battle during the Japanese invasions of Korea that happened in the Noryang Strait.",13,"$28,393","$302,831",2024-01-11
Dream Scenario,A24,An ordinary family man finds his life turned upside down when strangers suddenly start seeing him in their dreams.,12,"$26,608","$5,719,798",2024-01-11
Memory,Ketchup Entertainment,Sylvia is a social worker who leads a simple and structured life. This is blown open when Saul follows her home from their high school reunion. Their surprise encounter will profoundly impact both of them as they open the door to the past.,81,"$26,328","$373,431",2024-01-11
Inside the Yellow Cocoon Shell,Kino Lorber,"A man returns to his hometown, where he's haunted by past memories and desires.",2,"$19,530","$29,101",2024-01-11
One from the Heart: Reprise2024 Re-release,Rialto Pictures,"A couple has a fight after living together 5 years in Las Vegas. They go out and celebrate 4th of July, each with a new partner. Breakup?",2,"$17,923","$17,923",2024-01-11
Killers of the Flower Moon,Paramount Pictures,"When oil is discovered in 1920s Oklahoma under Osage Nation land, the Osage people are murdered one by one - until the FBI steps in to unravel the mystery.",16,"$15,902","$67,386,018",2024-01-11
Four Daughters,Kino Lorber,"Between light and darkness stands Olfa, a Tunisian woman and the mother of four daughters. One day, her two older daughters disappear. Filmmaker Kaouther Ben Hania invites professional actresses to fill in their absence.",11,"$15,258","$66,766",2024-01-11
Monster,Well Go USA Entertainment,A mother demands answers from her son's teacher when her son begins acting strangely.,15,"$15,065","$411,280",2024-01-11
The Sweet East,Utopia,"A picaresque journey through the cities and woods of the Eastern seaboard of the U.S undertaken by Lillian, a high school senior from South Carolina. She gets her first glimpse of the wider world on a class trip to Washington, D.C.",3,"$13,757","$140,046",2024-01-11
The Crime Is Mine,Music Box Films,"Paris, France, 1935, and a young actress has just been acquitted of murdering a famous French Producer. However, this is where the story just begins. Is she really innocent?, or has she gotten away with Murder?",10,"$13,576","$73,479",2024-01-11
Animal,N/A,The hardened son of a powerful industrialist returns home after years abroad and vows to take bloody revenge on those threatening his father's life.,5,"$11,883","$15,002,754",2024-01-11
Radical,Pantelion Films,"A teacher in a Mexican border town full of neglect, corruption, and violence, tries a radical new method to unlock their students' curiosity, potential - and maybe even their genius.",15,"$10,717","$8,696,819",2024-01-11
Menus-Plaisirs - Les Troisgros,Zipporah Films,A 93-year-old director embeds inside a French restaurant that's held three Michelin stars for more than 50 years.,11,"$10,489","$125,866",2024-01-11
Salaar,N/A,"The fate of a violently contested kingdom hangs on the fraught bond between two friends-turned-foes in this saga of power, bloodshed and betrayal.",4,"$9,821","$8,927,017",2024-01-11
Past Lives,A24,"Nora and Hae Sung, two deeply connected childhood friends, are wrested apart after Nora's family emigrates from South Korea. Twenty years later, they are reunited for one fateful week as they confront notions of love and destiny.",9,"$9,386","$11,058,279",2024-01-11
Inshallah a Boy,Greenwich Entertainment,A widow pretends to be pregnant with a son in order to save her daughter and home from a relative exploiting Jordan's patriarchal inheritance laws.,4,"$8,795","$17,863",2024-01-11
Stop Making Sense2023  Re-release,-,A live performance of the band Talking Heads shot over the course of three nights at Hollywood's Pantages Theater in December of 1983 and featuring their most memorable songs.,2,"$8,572","$5,131,248",2024-01-11
Pasang: In the Shadow of Everest,Slice of Pie,"The story of Pasang Lhamu Sherpa, the first Nepali woman to summit Mt. Everest. Her courageous, historic, and tragic journey would inspire a nation and generations to come.",2,"$8,556","$8,556",2024-01-11
Household Saints2024 Re-release,Kino Lorber,Unsettling drama about three generations of Italian-American women struggling to get by in post-World War II New York's Little Italy.,4,"$6,478","$17,801",2024-01-11
Priscilla,A24,"When teenage Priscilla Beaulieu meets Elvis Presley, the man who is already a meteoric rock-and-roll superstar becomes someone entirely unexpected in private moments: a thrilling crush, an ally in loneliness, a vulnerable best friend.",6,"$6,387","$20,946,578",2024-01-11
The Shift,Angel Studios,"After meeting a mysterious stranger, a man must escape a dystopian world to return to his wife.",15,"$6,034","$12,111,207",2024-01-11
The Oath,Freestyle Releasing,"400 A.D., in a forgotten time of Ancient America, a lone Hebraic fugitive must preserve the history of his fallen nation while being hunted by a ruthless tyrant. But rescuing the King's abused mistress could awaken a warrior's past.",5,"$3,558","$489,363",2024-01-11
Make Me Famous,Red Splat Productions,"A madcap romp through the 1980's NYC art scene amid the colorful career of painter, Edward Brezinski, hell-bent on making it. Filmed in NYC, Detroit, San Francisco, Ireland, Berlin and the Cote d'Azur.",2,"$2,284","$43,196",2024-01-11
Barbie,Warner Bros.,"Barbie and Ken are having the time of their lives in the seemingly perfect world of Barbie Land. However, when they get a chance to go to the outside world, they soon discover the joys and perils of living among regular humans.",14,"$2,020","$636,238,421",2024-01-11
Fremont,Music Box Films,"Donya works for a Chinese fortune cookie factory. Formerly a translator for the U.S. military, she struggles to put her life back in order. In a moment of sudden revelation, she decides to send out a special message in a cookie.",1,"$1,197","$271,315",2024-01-11
